78
57
000;000;000;000;100;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;111;000;000;110;111;000;000;000;000;000;000;000;110;000;110;000;000;101;000;000;
000;000;000;000;000;000;000;000;000;000;111;000;000;000;000;000;000;000;000;000;000;000;000;111;000;000;111;000;110;000;101;000;111;010;000;010;000;
000;000;000;000;000;000;000;000;000;000;110;000;000;110;111;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;100;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;010;000;000;000;000;000;000;000;000;110;000;110;100;000;000;000;000;011;000;000;100;000;010;000;000;000;010;110;100;000;000;000;000;000;000;000;000;000;111;000;000;101;110;000;010;101;110;
000;000;000;000;000;000;000;000;000;000;000;000;010;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;010;000;000;000;100;000;000;000;000;110;000;000;110;000;000;100;000;000;110;000;000;110;000;000;110;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;111;000;000;000;000;
000;000;000;000;000;000;000;000;000;100;000;000;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;000;000;100;100;000;110;000;000;010;000;000;010;000;000;010;000;000;010;000;000;010;000;000;000;000;
000;000;000;000;000;000;000;110;000;000;000;000;000;111;000;000;000;000;110;000;000;000;100;010;000;000;000;000;000;000;000;110;000;000;
000;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;110;000;000;000;000;000;110;000;
000;000;000;000;000;000;000;000;000;000;110;000;000;000;110;000;000;000;000;000;000;000;000;000;000;110;000;110;110;000;000;110;
000;000;000;000;000;000;000;000;110;000;000;000;000;100;000;100;000;110;000;000;000;000;000;
000;000;000;000;000;110;000;000;110;000;000;010;100;000;111;000;110;000;110;100;000;110;000;000;000;000;000;000;110;000;110;000;000;111;000;000;111;000;000;110;000;101;010;000;110;001;000;111;000;000;110;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;110;000;100;000;000;000;100;000;000;000;000;000;000;000;000;000;111;000;110;000;111;000;000;111;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;100;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;110;001;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;011;000;000;000;000;011;000;000;000;000;000;000;000;000;110;000;000;000;000;010;000;011;000;101;011;000;000;000;000;000;000;000;000;000;000;000;101;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;001;000;100;000;000;000;000;000;
000;000;000;000;000;110;000;000;000;100;000;000;000;000;100;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;111;000;000;000;000;110;000;000;000;000;000;111;000;000;000;000;110;000;000;000;010;000;000;000;000;000;110;110;
000;000;000;000;000;000;000;000;000;101;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;101;000;000;000;000;000;101;000;000;000;000;000;101;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;110;000;000;000;000;000;110;000;000;110;000;000;110;000;000;111;000;000;000;000;000;000;000;000;000;111;000;000;
000;000;000;000;000;111;000;110;000;010;000;000;000;110;000;000;101;000;000;101;000;000;110;000;
000;000;000;000;000;000;000;100;000;000;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;000;000;000;000;000;000;000;000;100;000;000;110;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;110;000;000;000;000;000;000;000;000;000;000;100;000;111;000;
000;000;000;000;000;000;000;010;000;100;000;000;000;000;110;000;100;000;000;000;000;111;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;010;000;100;000;000;000;000;000;000;110;000;000;110;000;000;110;000;000;100;000;000;110;000;000;110;000;000;110;000;000;110;000;
000;000;100;000;000;000;000;000;000;110;000;000;000;110;000;000;000;110;000;000;000;110;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;000;111;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;001;000;000;000;000;000;000;110;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;100;000;000;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;000;000;000;000;000;110;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;111;000;000;000;000;
000;000;100;000;000;000;000;000;111;000;000;110;000;100;100;000;110;000;000;010;000;111;000;110;000;100;010;000;110;000;000;010;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;100;000;000;000;000;000;000;000;100;000;000;000;011;000;000;110;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;110;000;000;000;000;110;000;000;110;000;000;000;000;100;000;000;100;000;000;000;000;100;000;100;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;110;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;111;000;110;000;000;000;000;000;111;000;110;000;000;000;010;000;000;000;000;000;110;110;
000;000;000;000;000;000;110;000;000;000;000;000;100;000;000;000;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;000;000;000;000;000;
000;000;000;000;100;000;000;000;000;000;000;110;000;000;110;000;000;110;000;000;100;000;000;000;000;100;000;110;000;000;100;000;110;000;000;110;000;010;000;000;000;000;100;000;000;000;000;000;000;000;110;000;000;110;000;
000;000;000;000;000;110;000;010;000;000;000;000;000;100;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;110;000;110;
000;000;000;000;110;000;000;110;000;000;110;000;110;000;110;000;110;000;000;110;000;000;110;000;000;000;110;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;010;000;000;010;000;000;000;100;000;000;000;000;000;000;000;
000;000;000;000;000;111;000;000;000;000;101;000;000;110;000;000;000;000;000;101;000;000;110;000;000;110;000;000;111;000;010;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;110;000;000;000;000;000;110;000;
000;000;000;000;000;000;000;000;000;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;000;000;000;000;000;000;000;000;110;000;000;110;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;100;000;100;000;101;
000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;110;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;011;000;111;100;
000;000;000;000;000;000;000;000;000;000;000;000;000;111;000;000;000;010;000;000;000;000;000;000;000;000;110;000;000;000;110;000;100;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;010;000;000;000;000;000;000;111;000;000;
