78
000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;110;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;110;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;001;000;100;000;000;000;000;000;
000;000;000;000;010;000;000;000;100;000;001;000;000;100;000;001;000;000;100;000;000;110;000;000;110;000;000;110;000;000;111;000;110;000;010;110;000;000;111;000;110;000;110;000;010;000;000;000;111;000;110;000;000;
000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;110;000;
000;000;000;000;000;000;000;100;000;000;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;000;000;000;000;000;110;000;
000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;100;000;100;000;000;000;111;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;101;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;101;000;000;000;000;000;101;000;000;000;000;000;101;000;
000;000;000;000;000;000;000;000;000;110;000;000;000;110;000;000;000;000;100;000;110;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;010;000;000;000;000;000;000;110;110;
000;000;000;000;010;000;100;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;110;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;101;000;000;101;000;000;000;000;000;000;000;000;100;000;000;110;000;000;000;000;000;101;
000;000;000;000;000;000;000;000;000;000;110;000;000;011;000;000;011;000;000;001;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;110;000;100;000;110;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;001;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;010;000;000;000;000;000;000;000;010;000;000;000;000;000;000;010;000;000;010;000;000;110;000;000;110;000;
000;000;000;000;000;000;000;000;000;000;000;110;000;000;110;000;000;100;000;110;000;000;100;000;000;000;000;100;000;110;000;000;000;000;000;000;000;000;110;000;000;110;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;110;000;000;000;000;000;000;000;000;000;000;000;000;000;000;100;000;000;000;000;110;000;000;000;000;000;110;000;000;000;000;000;110;000;
000;000;000;000;000;111;000;000;000;000;000;000;000;111;000;000;000;000;000;000;000;000;000;010;000;000;000;100;000;000;000;000;000;000;000;000;000;000;000;000;
